nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude
Curug Ciherang Sukamakmur,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.4,5163,https://www.google.com/maps/place/Curug+Ciherang+Sukamakmur/data=!4m7!3m6!1s0x2e69b74e90cfb3a1:0x4d101739e74e9f49!8m2!3d-6.6367678!4d106.9984691!16s%2Fg%2F11c1nbq9yy!19sChIJobPPkE63aS4RSZ9O5zkXEE0?authuser=0&hl=id&rclk=1,-6.6367678,106.9984691
Kampung Durian Rancamaya,Budaya,Wisata Budaya & Edukasi,Ciawi,Kabupaten Bogor,4,146,https://www.google.com/maps/place/Kampung+Durian+Rancamaya/data=!4m7!3m6!1s0x2e69c9c4650391cb:0xd94de4970ef2c562!8m2!3d-6.6693526!4d106.830024!16s%2Fg%2F11t27p2w2f!19sChIJy5EDZcTJaS4RYsXyDpfkTdk?authuser=0&hl=id&rclk=1,-6.6693526,106.830024
Dairyland Riverside Puncak,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,51298,https://www.google.com/maps/place/Dairyland+Riverside+Puncak/data=!4m7!3m6!1s0x2e69c9ab0666de3f:0x847197b61087fb67!8m2!3d-6.652397!4d106.9086908!16s%2Fg%2F11f654fh7r!19sChIJP95mBqvJaS4RZ_uHELaXcYQ?authuser=0&hl=id&rclk=1,-6.652397,106.9086908
Little Venice Kota Bunga,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.2,14863,https://www.google.com/maps/place/Little+Venice+Kota+Bunga/data=!4m7!3m6!1s0x2e69b164db92a9ed:0x2945190fdfa7a3a!8m2!3d-6.6942649!4d107.0417212!16s%2Fg%2F11cjhzggcc!19sChIJ7amS22SxaS4ROnr6_ZBRlAI?authuser=0&hl=id&rclk=1,-6.6942649,107.0417212
Boersa farm,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,5,3,https://www.google.com/maps/place/Boersa+farm/data=!4m7!3m6!1s0x2e69c9e6626eb933:0x67754548e70f1ce9!8m2!3d-6.6833175!4d106.8608813!16s%2Fg%2F11vz8dzt26!19sChIJM7luYubJaS4R6RwP50hFdWc?authuser=0&hl=id&rclk=1,-6.6833175,106.8608813
Lembah Tepus,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,4137,https://www.google.com/maps/place/Lembah+Tepus/data=!4m7!3m6!1s0x2e69d1ea0ea9e427:0xc228faee948c7dc3!8m2!3d-6.6982384!4d106.6931162!16s%2Fg%2F11gyccqk14!19sChIJJ-SpDurRaS4Rw32MlO76KMI?authuser=0&hl=id&rclk=1,-6.6982384,106.6931162
PASIR ANGIN PAS,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.7,9974,https://www.google.com/maps/place/PASIR+ANGIN+PAS/data=!4m7!3m6!1s0x2e69c95b93abcd43:0x3e068cf71a93edb!8m2!3d-6.6450657!4d106.8667755!16s%2Fg%2F11lm7tb41_!19sChIJQ82rk1vJaS4R2z6pcc9o4AM?authuser=0&hl=id&rclk=1,-6.6450657,106.8667755
Villa & CAMP Patung Ikan,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.5,205,https://www.google.com/maps/place/Villa+%26+CAMP+Patung+Ikan/data=!4m7!3m6!1s0x2e69cea371d3e067:0x415ad8d13ff0d464!8m2!3d-6.7022545!4d106.7991954!16s%2Fg%2F11g9f5qgp5!19sChIJZ-DTcaPOaS4RZNTwP9HYWkE?authuser=0&hl=id&rclk=1,-6.7022545,106.7991954
Zendeck,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.7,3,https://www.google.com/maps/place/Zendeck/data=!4m7!3m6!1s0x2e69c78a3a64d0c5:0xb47be50e9b983e72!8m2!3d-6.6251326!4d106.8637039!16s%2Fg%2F11t9jqt9zb!19sChIJxdBkOorHaS4Rcj6Ymw7le7Q?authuser=0&hl=id&rclk=1,-6.6251326,106.8637039
Taman Heulang,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,11878,https://www.google.com/maps/place/Taman+Heulang/data=!4m7!3m6!1s0x2e69c43c4d9f6e9f:0x7494ee2a6fb643fa!8m2!3d-6.5697211!4d106.8022947!16s%2Fg%2F11ckkwkxs6!19sChIJn26fTTzEaS4R-kO2byrulHQ?authuser=0&hl=id&rclk=1,-6.5697211,106.8022947
The Ranch Cisarua Puncak,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.4,20085,https://www.google.com/maps/place/The+Ranch+Cisarua+Puncak/data=!4m7!3m6!1s0x2e69b7d664e6a66f:0xc033dd1c2c36f440!8m2!3d-6.6590563!4d106.9140701!16s%2Fg%2F11g71ty83s!19sChIJb6bmZNa3aS4RQPQ2LBzdM8A?authuser=0&hl=id&rclk=1,-6.6590563,106.9140701
Kec. Ciawi,Umum,Lainnya,Ciawi,Kabupaten Bogor,,,https://www.google.com/maps/place/Kec.+Ciawi/data=!4m7!3m6!1s0x2e69c9f37c43151b:0xab675265f3308aff!8m2!3d-6.6630339!4d106.8562067!16s%2Fg%2F11b_2jt5hn!19sChIJGxVDfPPJaS4R_4ow82VSZ6s?authuser=0&hl=id&rclk=1,-6.6630339,106.8562067
Tugu Kujang Bogor,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.7,14610,https://www.google.com/maps/place/Tugu+Kujang+Bogor/data=!4m7!3m6!1s0x2e69c5e100000001:0x1460e0034eb2eafc!8m2!3d-6.6014417!4d106.8050738!16s%2Fg%2F11bw1h8hqd!19sChIJAQAAAOHFaS4R_OqyTgPgYBQ?authuser=0&hl=id&rclk=1,-6.6014417,106.8050738
Rafting Bogor Altura,Umum,Lainnya,Ciawi,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Rafting+Bogor+Altura/data=!4m7!3m6!1s0x2e69c96c1b97a039:0xa07292511b5b48ff!8m2!3d-6.6913667!4d106.8428796!16s%2Fg%2F11stjgpvz8!19sChIJOaCXG2zJaS4R_0hbG1GScqA?authuser=0&hl=id&rclk=1,-6.6913667,106.8428796
TEMPAT PAINTBALL TERBESAR DI PUNCAK BOGOR,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,,,https://www.google.com/maps/place/TEMPAT+PAINTBALL+TERBESAR+DI+PUNCAK+BOGOR/data=!4m7!3m6!1s0x2e69b7f67e2afc39:0xc5a8703aedb5fbdc!8m2!3d-6.6486952!4d106.9104114!16s%2Fg%2F11hf7fh3cf!19sChIJOfwqfva3aS4R3Pu17TpwqMU?authuser=0&hl=id&rclk=1,-6.6486952,106.9104114
Situ Tamansari,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.4,2278,https://www.google.com/maps/place/Situ+Tamansari/data=!4m7!3m6!1s0x2e69cfbc3725ba6f:0x27fb72460353c648!8m2!3d-6.6535309!4d106.7540144!16s%2Fg%2F11b7dypskz!19sChIJb7olN7zPaS4RSMZTA0Zy-yc?authuser=0&hl=id&rclk=1,-6.6535309,106.7540144
Pendopo Kian Moerni,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.8,22,https://www.google.com/maps/place/Pendopo+Kian+Moerni/data=!4m7!3m6!1s0x2e69e987fef01a53:0x56b1a6d341026bbb!8m2!3d-6.6725179!4d106.8702474!16s%2Fg%2F11x12prdhg!19sChIJUxrw_ofpaS4Ru2sCQdOmsVY?authuser=0&hl=id&rclk=1,-6.6725179,106.8702474
GGCA Gunung Geulis Camp Area,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,2561,https://www.google.com/maps/place/GGCA+Gunung+Geulis+Camp+Area/data=!4m7!3m6!1s0x2e69c87167102517:0x59fe1f840701716!8m2!3d-6.631738!4d106.882764!16s%2Fg%2F11h1yfhjgm!19sChIJFyUQZ3HIaS4RFhdwQPjhnwU?authuser=0&hl=id&rclk=1,-6.631738,106.882764
SEMAK DAUN VILLAGE,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.6,352,https://www.google.com/maps/place/SEMAK+DAUN+VILLAGE/data=!4m7!3m6!1s0x2e69c99e6b1e4d2f:0xaff434037c3f85c8!8m2!3d-6.6702927!4d106.8754885!16s%2Fg%2F11t4xzczmq!19sChIJL00ea57JaS4RyIU_fAM09K8?authuser=0&hl=id&rclk=1,-6.6702927,106.8754885
Gunung Geulis Campsite,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.4,448,https://www.google.com/maps/place/Gunung+Geulis+Campsite/data=!4m7!3m6!1s0x2e69c86137969e3b:0x22d5f3ab97d57418!8m2!3d-6.6423898!4d106.8700427!16s%2Fg%2F11cjpx6nth!19sChIJO56WN2HIaS4RGHTVl6vz1SI?authuser=0&hl=id&rclk=1,-6.6423898,106.8700427
Bukit Neglasari Nagrak,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,3.7,16,https://www.google.com/maps/place/Bukit+Neglasari+Nagrak/data=!4m7!3m6!1s0x2e69c7f2764e7007:0xbaeecec5f5c7a58f!8m2!3d-6.619729!4d106.8494476!16s%2Fg%2F11fwhyrjqn!19sChIJB3BOdvLHaS4Rj6XH9cXO7ro?authuser=0&hl=id&rclk=1,-6.619729,106.8494476
Bale Hills Resort,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.7,163,https://www.google.com/maps/place/Bale+Hills+Resort/data=!4m7!3m6!1s0x2e69c98bb1fe6ae5:0xbec46f219c953c87!8m2!3d-6.7050007!4d106.8860286!16s%2Fg%2F11fy_q7pnk!19sChIJ5Wr-sYvJaS4RhzyVnCFvxL4?authuser=0&hl=id&rclk=1,-6.7050007,106.8860286
Rest Hall Area Gunung Geulis,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4,7,https://www.google.com/maps/place/Rest+Hall+Area+Gunung+Geulis/data=!4m7!3m6!1s0x2e69c94ab3b4abed:0x1a4c28956bcfb425!8m2!3d-6.642708!4d106.8713881!16s%2Fg%2F11hmqc3stc!19sChIJ7au0s0rJaS4RJbTPa5UoTBo?authuser=0&hl=id&rclk=1,-6.642708,106.8713881
Kopdaran GRC TIGER,Umum,Lainnya,Ciawi,Kabupaten Bogor,5,67,https://www.google.com/maps/place/Kopdaran+GRC+TIGER/data=!4m7!3m6!1s0x2e69c96b38cc47fb:0x6e2152c4041162de!8m2!3d-6.6893213!4d106.8457388!16s%2Fg%2F11d_z7rw1k!19sChIJ-0fMOGvJaS4R3mIRBMRSIW4?authuser=0&hl=id&rclk=1,-6.6893213,106.8457388
Saung Kandang Kelinci Arie Rabbitry,Umum,Lainnya,Ciawi,Kabupaten Bogor,5,2,https://www.google.com/maps/place/Saung+Kandang+Kelinci+Arie+Rabbitry/data=!4m7!3m6!1s0x2e69c98f16cbdd51:0x669932ea7477860c!8m2!3d-6.6596!4d106.846459!16s%2Fg%2F11t3h0xl84!19sChIJUd3LFo_JaS4RDIZ3dOoymWY?authuser=0&hl=id&rclk=1,-6.6596,106.846459
Kebun Raya Cibinong,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.3,1640,https://www.google.com/maps/place/Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c1aff61dfdff:0xa2d3c1120fdbcc40!8m2!3d-6.4867793!4d106.8564911!16s%2Fg%2F11c3ymrc1q!19sChIJ__0d9q_BaS4RQMzbDxLB06I?authuser=0&hl=id&rclk=1,-6.4867793,106.8564911
Situ Cibinong,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.4,1508,https://www.google.com/maps/place/Situ+Cibinong/data=!4m7!3m6!1s0x2e69c1d147e926cb:0xb6b6e6430f93bba1!8m2!3d-6.4675888!4d106.8577301!16s%2Fg%2F11c27d0yw0!19sChIJyybpR9HBaS4RobuTD0PmtrY?authuser=0&hl=id&rclk=1,-6.4675888,106.8577301
Setu Cikaret Cibinong,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.5,1541,https://www.google.com/maps/place/Setu+Cikaret+Cibinong/data=!4m7!3m6!1s0x2e69c179b2e19e17:0x3b6b7e37bade090c!8m2!3d-6.4691594!4d106.8336014!16s%2Fg%2F11fm5x7t8n!19sChIJF57hsnnBaS4RDAneujd-azs?authuser=0&hl=id&rclk=1,-6.4691594,106.8336014
Taman Cibinong Situ Plaza,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.5,2629,https://www.google.com/maps/place/Taman+Cibinong+Situ+Plaza/data=!4m7!3m6!1s0x2e69c1f522c6c079:0x7555ebbb303d8691!8m2!3d-6.4808326!4d106.8254861!16s%2Fg%2F11dxblb_9v!19sChIJecDGIvXBaS4RkYY9MLvrVXU?authuser=0&hl=id&rclk=1,-6.4808326,106.8254861
MONUMEN PERJUANGAN MASYARAKAT CIBINONG,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.6,503,https://www.google.com/maps/place/MONUMEN+PERJUANGAN+MASYARAKAT+CIBINONG/data=!4m7!3m6!1s0x2e69c1bcef6fc281:0xa8c6093748831e55!8m2!3d-6.4913565!4d106.8451769!16s%2Fg%2F11dx91s4p1!19sChIJgcJv77zBaS4RVR6DSDcJxqg?authuser=0&hl=id&rclk=1,-6.4913565,106.8451769
Kebun Raya Cibinong,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.1,207,https://www.google.com/maps/place/Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c1ab180243bd:0xdcf875474684980!8m2!3d-6.4900581!4d106.8541637!16s%2Fg%2F11lgsb0l90!19sChIJvUMCGKvBaS4RgElodFSHzw0?authuser=0&hl=id&rclk=1,-6.4900581,106.8541637
Cibinong Situ Plaza,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.5,966,https://www.google.com/maps/place/Cibinong+Situ+Plaza/data=!4m7!3m6!1s0x2e69c1f30712d1bd:0x994723fbd7ffa3a4!8m2!3d-6.4806288!4d106.8268843!16s%2Fg%2F11gfdtpy8n!19sChIJvdESB_PBaS4RpKP_1_sjR5k?authuser=0&hl=id&rclk=1,-6.4806288,106.8268843
Danau Walini Kebun Raya Cibinong,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.4,5,https://www.google.com/maps/place/Danau+Walini+Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c1ad0c897349:0x5b3727e45ccde922!8m2!3d-6.4918635!4d106.8553275!16s%2Fg%2F11lkhj4wv5!19sChIJSXOJDK3BaS4RIunNXOQnN1s?authuser=0&hl=id&rclk=1,-6.4918635,106.8553275
Kaumpandak Waterpark,Rekreasi,Wisata Rekreasi,Cibinong,Kabupaten Bogor,4.5,34,https://www.google.com/maps/place/Kaumpandak+Waterpark/data=!4m7!3m6!1s0x2e69c100189d410b:0xde2977cb99da3291!8m2!3d-6.5251744!4d106.8162978!16s%2Fg%2F11xv_w1l56!19sChIJC0GdGADBaS4RkTLamct3Kd4?authuser=0&hl=id&rclk=1,-6.5251744,106.8162978
Situ Cibuntu,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.4,30,https://www.google.com/maps/place/Situ+Cibuntu/data=!4m7!3m6!1s0x2e69c1a5558748bf:0x5f395c73c814e864!8m2!3d-6.4905233!4d106.8512701!16s%2Fg%2F11b6_bbhrs!19sChIJv0iHVaXBaS4RZOgUyHNcOV8?authuser=0&hl=id&rclk=1,-6.4905233,106.8512701
Kampung Wisata,Budaya,Wisata Budaya & Edukasi,Cibinong,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Kampung+Wisata/data=!4m7!3m6!1s0x2e69c1e1f5c9f529:0x998832563f15747!8m2!3d-6.471944!4d106.8372096!16s%2Fg%2F11v48l0p9f!19sChIJKfXJ9eHBaS4RR1fxYyWDmAk?authuser=0&hl=id&rclk=1,-6.471944,106.8372096
Danau Dora Kebun Raya Cibinong,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.4,186,https://www.google.com/maps/place/Danau+Dora+Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c147a1fc3891:0xbb99a2577765330f!8m2!3d-6.4934177!4d106.8536642!16s%2Fg%2F11m_cvy6t6!19sChIJkTj8oUfBaS4RDzNld1eimbs?authuser=0&hl=id&rclk=1,-6.4934177,106.8536642
Taman Pemda,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.3,763,https://www.google.com/maps/place/Taman+Pemda/data=!4m7!3m6!1s0x2e69c1f40ebb06a1:0xc20af7be85b0e01d!8m2!3d-6.479592!4d106.8236501!16s%2Fg%2F11bzym6wz8!19sChIJoQa7DvTBaS4RHeCwhb73CsI?authuser=0&hl=id&rclk=1,-6.479592,106.8236501
Fishing Valley Bogor,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.2,4779,https://www.google.com/maps/place/Fishing+Valley+Bogor/data=!4m7!3m6!1s0x2e69c3e55af28ff7:0x4d32a5a9a6611d28!8m2!3d-6.5354382!4d106.8053264!16s%2Fg%2F11bc7r54bk!19sChIJ94_yWuXDaS4RKB1hpqmlMk0?authuser=0&hl=id&rclk=1,-6.5354382,106.8053264
Taman Biovillage CSC-BG,Rekreasi,Wisata Rekreasi,Cibinong,Kabupaten Bogor,4.5,357,https://www.google.com/maps/place/Taman+Biovillage+CSC-BG/data=!4m7!3m6!1s0x2e69c1a48f1d99c3:0xec99aed8f68a04b1!8m2!3d-6.4955193!4d106.8495897!16s%2Fg%2F11c2qd_dlf!19sChIJw5kdj6TBaS4RsQSK9tiumew?authuser=0&hl=id&rclk=1,-6.4955193,106.8495897
Funpark,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.6,62,https://www.google.com/maps/place/Funpark/data=!4m7!3m6!1s0x2e69c40800b699a5:0x735bb1e9c9c6d7cc!8m2!3d-6.5400327!4d106.8127947!16s%2Fg%2F1hm4mk_02!19sChIJpZm2AAjEaS4RzNfGyemxW3M?authuser=0&hl=id&rclk=1,-6.5400327,106.8127947
Taman Cibinong Lakeside,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.5,35,https://www.google.com/maps/place/Taman+Cibinong+Lakeside/data=!4m7!3m6!1s0x2e69c1f3e962abb7:0xce999950dfc33975!8m2!3d-6.4757632!4d106.8283866!16s%2Fg%2F11fpfxjzw2!19sChIJt6ti6fPBaS4RdTnD31CZmc4?authuser=0&hl=id&rclk=1,-6.4757632,106.8283866
KWT MELATI PROKLIM Pabuaran Asri,Umum,Lainnya,Cibinong,Kabupaten Bogor,5,16,https://www.google.com/maps/place/KWT+MELATI+PROKLIM+Pabuaran+Asri/data=!4m7!3m6!1s0x2e69ebd1d415e397:0x3282142c51b67e6c!8m2!3d-6.4472942!4d106.8469196!16s%2Fg%2F11qycyh_tm!19sChIJl-MV1NHraS4RbH62USwUgjI?authuser=0&hl=id&rclk=1,-6.4472942,106.8469196
Taman LIPI,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.4,25,https://www.google.com/maps/place/Taman+LIPI/data=!4m7!3m6!1s0x2e69c1bab5a428cd:0x25ba56c4f5c7108b!8m2!3d-6.4926673!4d106.8518874!16s%2Fg%2F11f_j2znjb!19sChIJzSiktbrBaS4RixDH9cRWuiU?authuser=0&hl=id&rclk=1,-6.4926673,106.8518874
Taman Dora,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,3.8,5,https://www.google.com/maps/place/Taman+Dora/data=!4m7!3m6!1s0x2e69c195ffe868c3:0x57cf2460c6b4e233!8m2!3d-6.492824!4d106.8530996!16s%2Fg%2F11lh5054vw!19sChIJw2jo_5XBaS4RM-K0xmAkz1c?authuser=0&hl=id&rclk=1,-6.492824,106.8530996
TAMAN WISATA SIGANTANG,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.4,246,https://www.google.com/maps/place/TAMAN+WISATA+SIGANTANG/data=!4m7!3m6!1s0x2e69bf7098c5ba97:0x292a150fad7dc937!8m2!3d-6.460724!4d106.9161454!16s%2Fg%2F11qbv6nkvq!19sChIJl7rFmHC_aS4RN8l9rQ8VKik?authuser=0&hl=id&rclk=1,-6.460724,106.9161454
Taman Koleksi Tumbuhan Berkhasiat Obat,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.5,23,https://www.google.com/maps/place/Taman+Koleksi+Tumbuhan+Berkhasiat+Obat/data=!4m7!3m6!1s0x2e69c10591bfb1ad:0x6bb6e39d8b241c0c!8m2!3d-6.4887038!4d106.8541053!16s%2Fg%2F11gl370wtt!19sChIJrbG_kQXBaS4RDBwki53jtms?authuser=0&hl=id&rclk=1,-6.4887038,106.8541053
Tropikana Waterplay Cibinong,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.5,298,https://www.google.com/maps/place/Tropikana+Waterplay+Cibinong/data=!4m7!3m6!1s0x2e696b6a8a9e49f9:0xc5c48930c0ec30e8!8m2!3d-6.4688954!4d106.8529669!16s%2Fg%2F11vk3yj749!19sChIJ-UmeimpraS4R6DDswDCJxMU?authuser=0&hl=id&rclk=1,-6.4688954,106.8529669
Animalium,Rekreasi,Wisata Rekreasi,Cibinong,Kabupaten Bogor,4.8,1613,https://www.google.com/maps/place/Animalium/data=!4m7!3m6!1s0x2e69c170ad01d62d:0x32466560217296e9!8m2!3d-6.49608!4d106.849975!16s%2Fg%2F11tmmty7sj!19sChIJLdYBrXDBaS4R6ZZyIWBlRjI?authuser=0&hl=id&rclk=1,-6.49608,106.849975
SITU KEBANTENAN,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.6,12,https://www.google.com/maps/place/SITU+KEBANTENAN/data=!4m7!3m6!1s0x2e69c15fade07e0b:0x8400bc15d8a138ae!8m2!3d-6.4795125!4d106.8329219!16s%2Fg%2F11s4_rcww9!19sChIJC37grV_BaS4Rrjih2BW8AIQ?authuser=0&hl=id&rclk=1,-6.4795125,106.8329219
TAMAN KARTA (KARANG TARUNA) CIBINONG,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.2,10,https://www.google.com/maps/place/TAMAN+KARTA+%28KARANG+TARUNA%29+CIBINONG/data=!4m7!3m6!1s0x2e69eb1bbb7ed4c9:0x55595c523be48377!8m2!3d-6.4612592!4d106.8563445!16s%2Fg%2F11ll_0hx43!19sChIJydR-uxvraS4Rd4PkO1JcWVU?authuser=0&hl=id&rclk=1,-6.4612592,106.8563445
Curug Citeureup Asri,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.3,375,https://www.google.com/maps/place/Curug+Citeureup+Asri/data=!4m7!3m6!1s0x2e69c1bcfc48e9e7:0x1b9d14cbd5137b81!8m2!3d-6.504016!4d106.908942!16s%2Fg%2F11g0mn_970!19sChIJ5-lI_LzBaS4RgXsT1csUnRs?authuser=0&hl=id&rclk=1,-6.504016,106.908942
Taman Karadenan,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.2,295,https://www.google.com/maps/place/Taman+Karadenan/data=!4m7!3m6!1s0x2e69c3d09c337f17:0x1f62ba5e5aad6eef!8m2!3d-6.5146355!4d106.8100265!16s%2Fg%2F11c601hqpy!19sChIJF38znNDDaS4R726tWl66Yh8?authuser=0&hl=id&rclk=1,-6.5146355,106.8100265
Wisata Pesona Alam Pulekan,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.5,170,https://www.google.com/maps/place/Wisata+Pesona+Alam+Pulekan/data=!4m7!3m6!1s0x2e69952f7cb6ec93:0x1aeb912e8e6f0f91!8m2!3d-6.4564433!4d106.9156006!16s%2Fg%2F11qnybv_pm!19sChIJk-y2fC-VaS4RkQ9vji6R6xo?authuser=0&hl=id&rclk=1,-6.4564433,106.9156006
Pemancingan BRAVO76,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.8,93,https://www.google.com/maps/place/Pemancingan+BRAVO76/data=!4m7!3m6!1s0x2e69c3894072ea33:0x34ac96d2f2be2481!8m2!3d-6.5025222!4d106.8129889!16s%2Fg%2F11pcmbr1cf!19sChIJM-pyQInDaS4RgSS-8tKWrDQ?authuser=0&hl=id&rclk=1,-6.5025222,106.8129889
Taman pancakarsa,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.4,49,https://www.google.com/maps/place/Taman+pancakarsa/data=!4m7!3m6!1s0x2e69c1d2b6ccc2a7:0x3a5f77446be2ceb5!8m2!3d-6.4816044!4d106.8298745!16s%2Fg%2F11j86g25lt!19sChIJp8LMttLBaS4Rtc7ia0R3Xzo?authuser=0&hl=id&rclk=1,-6.4816044,106.8298745
KATOOMBA GREENPARK,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.4,3535,https://www.google.com/maps/place/KATOOMBA+GREENPARK/data=!4m7!3m6!1s0x2e69eac8ee6a6ed1:0xa5d3e1faf60d2437!8m2!3d-6.4365518!4d106.9023796!16s%2Fg%2F11b7vzqwmj!19sChIJ0W5q7sjqaS4RNyQN9vrh06U?authuser=0&hl=id&rclk=1,-6.4365518,106.9023796
Taman bermain anak,Rekreasi,Wisata Rekreasi,Cibinong,Kabupaten Bogor,4.9,9,https://www.google.com/maps/place/Taman+bermain+anak/data=!4m7!3m6!1s0x2e69c140a52edce9:0x59feeaedf4a8c65c!8m2!3d-6.4807792!4d106.8260204!16s%2Fg%2F11tfjmjm9g!19sChIJ6dwupUDBaS4RXMao9O3q_lk?authuser=0&hl=id&rclk=1,-6.4807792,106.8260204
Taman Bogania,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.1,50,https://www.google.com/maps/place/Taman+Bogania/data=!4m7!3m6!1s0x2e69c18e88ca4aa3:0x19eea4d5783442ee!8m2!3d-6.4843306!4d106.8243787!16s%2Fg%2F11g6jqc9j1!19sChIJo0rKiI7BaS4R7kI0eNWk7hk?authuser=0&hl=id&rclk=1,-6.4843306,106.8243787
Taman Cibinong Asri Lapangan Bulutangkis Blok F1 No 33,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.4,95,https://www.google.com/maps/place/Taman+Cibinong+Asri+Lapangan+Bulutangkis+Blok+F1+No+33/data=!4m7!3m6!1s0x2e69c3d78b72b479:0xb7f9bc281a2be659!8m2!3d-6.514313!4d106.8162258!16s%2Fg%2F11c5zxcw2v!19sChIJebRyi9fDaS4RWeYrGii8-bc?authuser=0&hl=id&rclk=1,-6.514313,106.8162258
Wall Climbing Pemda Kab.bogor,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.3,132,https://www.google.com/maps/place/Wall+Climbing+Pemda+Kab.bogor/data=!4m7!3m6!1s0x2e69c1f3a009f813:0x8958724cd8d30c19!8m2!3d-6.4809175!4d106.8252718!16s%2Fg%2F11b8_r31gt!19sChIJE_gJoPPBaS4RGQzT2ExyWIk?authuser=0&hl=id&rclk=1,-6.4809175,106.8252718
Gedong Enterprise,Umum,Lainnya,Cibinong,Kabupaten Bogor,,,https://www.google.com/maps/place/Gedong+Enterprise/data=!4m7!3m6!1s0x2e69c1ed15688e47:0xd688a5c483605620!8m2!3d-6.4800517!4d106.8511113!16s%2Fg%2F11pvgcq7bb!19sChIJR45oFe3BaS4RIFZgg8SliNY?authuser=0&hl=id&rclk=1,-6.4800517,106.8511113
Mabes FPTI Kab.Bogor,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.8,17,https://www.google.com/maps/place/Mabes+FPTI+Kab.Bogor/data=!4m7!3m6!1s0x2e69c1694fa7932b:0x4dccdc62f388e58f!8m2!3d-6.4872471!4d106.8237805!16s%2Fg%2F11h0bcctzh!19sChIJK5OnT2nBaS4Rj-WI82LczE0?authuser=0&hl=id&rclk=1,-6.4872471,106.8237805
Kampung Patriot,Budaya,Wisata Budaya & Edukasi,Cibinong,Kabupaten Bogor,4.7,31,https://www.google.com/maps/place/Kampung+Patriot/data=!4m7!3m6!1s0x2e69eb53b14886b5:0xb13b8ee13e771b9c!8m2!3d-6.4586174!4d106.8617016!16s%2Fg%2F11rs9wfrn2!19sChIJtYZIsVPraS4RnBt3PuGOO7E?authuser=0&hl=id&rclk=1,-6.4586174,106.8617016
